,avet,aveb,pret,preb,aveth,preaveth,prepreaveth,th,temp,RH,T_out,RHt,time,date
0,29.005,26.94272009,29.59333333,28.31040754,0.334,0.334,0.334433333,g,U,94.58788582,31.07125,1,16,2018/9/20 16:00
1,28.535,26.22929226,29.005,26.94272009,0.334,0.334,0.334,g,U,97.38295794,30.24558333,1,17,2018/9/20 17:00
2,28.05666667,25.88405786,28.535,26.22929226,0.334366667,0.334,0.334,g,T,99.73956744,28.67008333,1,18,2018/9/20 18:00
3,27.525,25.33734268,28.05666667,25.88405786,0.334166667,0.334366667,0.334,g,T,99.99389611,27.70083333,1,19,2018/9/20 19:00
4,27.105,25.13324331,27.525,25.33734268,0.334483333,0.334166667,0.334366667,g,S,100,27.18991667,1,20,2018/9/20 20:00
5,26.76166667,24.91530618,27.105,25.13324331,0.33495,0.334483333,0.334166667,g,S,100,26.4085,1,21,2018/9/20 21:00
6,26.41,24.70767722,26.76166667,24.91530618,0.335,0.33495,0.334483333,h,R,100,25.96916667,1,22,2018/9/20 22:00
7,26.15166667,24.70365101,26.41,24.70767722,0.335,0.335,0.33495,h,R,100,25.85558333,1,23,2018/9/20 23:00
8,25.91,24.55262091,26.15166667,24.70365101,0.335,0.335,0.335,h,R,100,25.55175,1,0,2018/9/21 00:00
9,25.69333333,24.39366937,25.91,24.55262091,0.335,0.335,0.335,h,R,100,25.24866667,1,1,2018/9/21 01:00
10,25.51666667,24.32931126,25.69333333,24.39366937,0.335,0.335,0.335,h,R,100,25.30508333,1,2,2018/9/21 02:00
11,25.36333333,24.31523081,25.51666667,24.32931126,0.335,0.335,0.335,h,Q,100,25.33741667,1,3,2018/9/21 03:00
12,25.21333333,24.20870097,25.36333333,24.31523081,0.335,0.335,0.335,h,Q,100,25.07066667,1,4,2018/9/21 04:00
13,25.115,24.25090261,25.21333333,24.20870097,0.335,0.335,0.335,h,Q,100,25.22,1,5,2018/9/21 05:00
14,25.1,24.42387164,25.115,24.25090261,0.335,0.335,0.335,h,Q,100,25.58225,1,6,2018/9/21 06:00
15,25.24833333,25.46733852,25.1,24.42387164,0.335,0.335,0.335,h,Q,100,27.13766667,1,7,2018/9/21 07:00
16,25.73333333,27.24829863,25.24833333,25.46733852,0.335,0.335,0.335,h,R,96.73187654,29.48783333,1,8,2018/9/21 08:00
17,26.47833333,28.55364799,25.73333333,27.24829863,0.3342,0.335,0.335,g,R,92.96526888,31.56675,1,9,2018/9/21 09:00
18,27.81833333,28.67959712,26.47833333,28.55364799,0.333816667,0.3342,0.335,g,T,89.5303058,33.72016667,1,10,2018/9/21 10:00
19,28.11166667,28.11822403,27.81833333,28.67959712,0.333,0.333816667,0.3342,g,T,94.10567865,32.78733333,1,11,2018/9/21 11:00
20,28.46,29.20030431,28.11166667,28.11822403,0.332966667,0.333,0.333816667,g,T,94.21656595,32.96575,1,12,2018/9/21 12:00
21,28.87166667,29.84545098,28.46,29.20030431,0.332183333,0.332966667,0.333,g,U,92.04714236,33.45991667,1,13,2018/9/21 13:00
22,29.08166667,29.05289759,28.87166667,29.84545098,0.332,0.332183333,0.332966667,g,U,94.93479013,32.7325,1,14,2018/9/21 14:00
23,29.07833333,28.27302617,29.08166667,29.05289759,0.332,0.332,0.332183333,g,U,97.1723738,31.18125,1,15,2018/9/21 15:00
24,28.78166667,27.64691217,29.07833333,28.27302617,0.332,0.332,0.332,g,U,98.96233901,29.91358333,1,16,2018/9/21 16:00
25,28.45833333,26.84648262,28.78166667,27.64691217,0.332,0.332,0.332,g,T,99.96744593,29.1505,1,17,2018/9/21 17:00
26,28.05666667,26.29424875,28.45833333,26.84648262,0.332,0.332,0.332,g,T,100,28.56375,1,18,2018/9/21 18:00
27,27.67833333,26.0341905,28.05666667,26.29424875,0.332,0.332,0.332,g,T,100,27.8115,1,19,2018/9/21 19:00
28,27.31666667,25.57812634,27.67833333,26.0341905,0.332,0.332,0.332,g,S,100,27.16133333,1,20,2018/9/21 20:00
29,26.92,25.05654959,27.31666667,25.57812634,0.332,0.332,0.332,g,S,100,26.56291667,1,21,2018/9/21 21:00
30,26.59166667,24.95765218,26.92,25.05654959,0.332,0.332,0.332,g,S,100,26.23125,1,22,2018/9/21 22:00
31,26.31666667,24.85885119,26.59166667,24.95765218,0.332,0.332,0.332,g,R,100,25.99775,1,23,2018/9/21 23:00
32,26.095,25.0040582,26.31666667,24.85885119,0.332,0.332,0.332,g,R,100,26.63433333,1,0,2018/9/22 00:00
33,25.92,24.95563651,26.095,25.0040582,0.332,0.332,0.332,g,R,100,26.56125,1,1,2018/9/22 01:00
34,25.72166667,24.73992079,25.92,24.95563651,0.332,0.332,0.332,g,R,100,25.76633333,1,2,2018/9/22 02:00
35,25.56333333,24.59690835,25.72166667,24.73992079,0.332,0.332,0.332,g,R,100,25.30691667,1,3,2018/9/22 03:00
36,25.395,24.41780878,25.56333333,24.59690835,0.332,0.332,0.332,g,Q,100,24.98191667,1,4,2018/9/22 04:00
37,25.22166667,24.23683863,25.395,24.41780878,0.332,0.332,0.332,g,Q,100,24.72783333,1,5,2018/9/22 05:00
38,25.12833333,24.35349826,25.22166667,24.23683863,0.332,0.332,0.332,g,Q,100,25.25675,1,6,2018/9/22 06:00
39,25.295,25.68612706,25.12833333,24.35349826,0.332,0.332,0.332,g,Q,100,26.97216667,1,7,2018/9/22 07:00
40,25.68833333,26.8852787,25.295,25.68612706,0.332,0.332,0.332,g,R,95.85444261,29.22583333,1,8,2018/9/22 08:00
41,26.22166667,27.41726964,25.68833333,26.8852787,0.33155,0.332,0.332,g,R,93.31013856,31.32191667,1,9,2018/9/22 09:00
42,27.05666667,27.79111155,26.22166667,27.41726964,0.331,0.33155,0.332,g,S,93.02122118,32.53141667,1,10,2018/9/22 10:00
43,27.33333333,27.18983765,27.05666667,27.79111155,0.331,0.331,0.33155,g,S,94.97548272,32.02466667,1,11,2018/9/22 11:00
44,27.86333333,28.16569988,27.33333333,27.18983765,0.330683333,0.331,0.331,g,T,94.39357871,33.01775,1,12,2018/9/22 12:00
45,27.86,27.35553206,27.86333333,28.16569988,0.33,0.330683333,0.331,g,T,96.75629209,31.60183333,1,13,2018/9/22 13:00
46,27.80833333,26.96285321,27.86,27.35553206,0.33,0.33,0.330683333,g,T,98.79346477,30.229,1,14,2018/9/22 14:00
47,27.615,26.47542715,27.80833333,26.96285321,0.33,0.33,0.33,g,T,100,27.23741667,1,15,2018/9/22 15:00
48,27.56333333,26.64037342,27.615,26.47542715,0.33,0.33,0.33,g,T,100,27.46425,1,16,2018/9/22 16:00
49,27.295,26.07483996,27.56333333,26.64037342,0.33,0.33,0.33,g,S,100,26.79341667,1,17,2018/9/22 17:00
50,27.01666667,25.68943859,27.295,26.07483996,0.33,0.33,0.33,g,S,100,26.15391667,1,18,2018/9/22 18:00
51,26.81166667,25.58815985,27.01666667,25.68943859,0.33,0.33,0.33,g,S,100,26.09925,1,19,2018/9/22 19:00
52,26.57166667,25.38382094,26.81166667,25.58815985,0.33,0.33,0.33,g,S,100,26.47333333,1,20,2018/9/22 20:00
53,26.33166667,25.24837315,26.57166667,25.38382094,0.33,0.33,0.33,g,R,100,26.48575,1,21,2018/9/22 21:00
54,26.16,25.37167503,26.33166667,25.24837315,0.33,0.33,0.33,g,R,100,26.6895,1,22,2018/9/22 22:00
55,26.05666667,25.51529576,26.16,25.37167503,0.33,0.33,0.33,g,R,100,27.02,1,23,2018/9/22 23:00
56,25.965,25.47482916,26.05666667,25.51529576,0.33,0.33,0.33,g,R,100,26.90558333,1,0,2018/9/23 00:00
57,25.87666667,25.38986736,25.965,25.47482916,0.33,0.33,0.33,g,R,100,26.48758333,1,1,2018/9/23 01:00
58,25.78833333,25.2847612,25.87666667,25.38986736,0.33,0.33,0.33,g,R,100,25.91275,1,2,2018/9/23 02:00
59,25.7,25.30699218,25.78833333,25.2847612,0.33,0.33,0.33,g,R,100,26.00375,1,3,2018/9/23 03:00
60,25.67166667,25.38184496,25.7,25.30699218,0.33,0.33,0.33,g,R,100,26.04225,1,4,2018/9/23 04:00
61,25.55666667,24.89514212,25.67166667,25.38184496,0.33,0.33,0.33,g,R,100,25.1495,1,5,2018/9/23 05:00
62,25.52,25.21818965,25.55666667,24.89514212,0.33,0.33,0.33,g,R,100,26.05525,1,6,2018/9/23 06:00
63,25.74666667,26.6125524,25.52,25.21818965,0.33,0.33,0.33,g,R,99.96948056,27.79341667,1,7,2018/9/23 07:00
64,26.245,28.07514629,25.74666667,26.6125524,0.329966667,0.33,0.33,g,R,97.72172374,29.49675,1,8,2018/9/23 08:00
65,26.90166667,28.72326263,26.245,28.07514629,0.329033333,0.329966667,0.33,g,S,94.96988748,31.21,1,9,2018/9/23 09:00
66,27.985,28.78789171,26.90166667,28.72326263,0.329,0.329033333,0.329966667,g,T,92.85132963,32.33691667,1,10,2018/9/23 10:00
67,28.67666667,28.91693153,27.985,28.78789171,0.3283,0.329,0.329033333,g,U,95.03753891,32.28916667,1,11,2018/9/23 11:00
68,28.60166667,27.81734442,28.67666667,28.91693153,0.328,0.3283,0.329,g,U,99.144947,28.88766667,1,12,2018/9/23 12:00
69,28.55333333,27.29655103,28.60166667,27.81734442,0.328,0.328,0.3283,g,U,99.56001139,28.31166667,1,13,2018/9/23 13:00
70,28.31166667,26.61599381,28.55333333,27.29655103,0.327983333,0.328,0.328,g,T,100,28.16933333,1,14,2018/9/23 14:00
71,28.07666667,26.29459233,28.31166667,26.61599381,0.3274,0.327983333,0.328,g,T,100,27.8605,1,15,2018/9/23 15:00
72,27.765,26.22316645,28.07666667,26.29459233,0.32795,0.3274,0.327983333,g,T,99.94913427,28.73183333,1,16,2018/9/23 16:00
73,27.52666667,26.05855094,27.765,26.22316645,0.328,0.32795,0.3274,g,T,100,28.0215,1,17,2018/9/23 17:00
74,27.18333333,25.71576492,27.52666667,26.05855094,0.328,0.328,0.32795,g,S,100,27.23275,1,18,2018/9/23 18:00
75,26.945,25.73196617,27.18333333,25.71576492,0.328,0.328,0.328,g,S,100,26.78116667,1,19,2018/9/23 19:00
76,26.755,25.74818242,26.945,25.73196617,0.328,0.328,0.328,g,S,100,26.82,1,20,2018/9/23 20:00
77,26.59333333,25.70362627,26.755,25.74818242,0.328,0.328,0.328,g,S,100,26.74033333,1,21,2018/9/23 21:00
78,26.38,25.35549526,26.59333333,25.70362627,0.328,0.328,0.328,g,R,100,26.35525,1,22,2018/9/23 22:00
79,26.17333333,25.13326311,26.38,25.35549526,0.328,0.328,0.328,g,R,100,25.90641667,1,23,2018/9/23 23:00
80,25.97166667,24.9395088,26.17333333,25.13326311,0.328,0.328,0.328,g,R,100,25.86583333,1,0,2018/9/24 00:00
81,25.80166667,24.81448502,25.97166667,24.9395088,0.328,0.328,0.328,g,R,100,26.07891667,1,1,2018/9/24 01:00
82,25.62333333,24.75201818,25.80166667,24.81448502,0.328,0.328,0.328,g,R,100,25.88625,1,2,2018/9/24 02:00
83,25.50666667,24.72584668,25.62333333,24.75201818,0.328,0.328,0.328,g,R,100,25.37775,1,3,2018/9/24 03:00
84,25.35166667,24.49626397,25.50666667,24.72584668,0.328,0.328,0.328,g,Q,100,24.77416667,1,4,2018/9/24 04:00
85,25.20166667,24.24699511,25.35166667,24.49626397,0.328,0.328,0.328,g,Q,100,24.89516667,1,5,2018/9/24 05:00
86,25.05833333,24.13641487,25.20166667,24.24699511,0.328,0.328,0.328,g,Q,100,24.76608333,1,6,2018/9/24 06:00
87,25.15,25.21509452,25.05833333,24.13641487,0.328,0.328,0.328,g,Q,100,26.03341667,1,7,2018/9/24 07:00
88,25.56833333,26.55291151,25.15,25.21509452,0.3279,0.328,0.328,g,R,99.43386437,27.67016667,1,8,2018/9/24 08:00
89,25.96333333,26.58769291,25.56833333,26.55291151,0.327033333,0.3279,0.328,g,R,99.1210401,27.72625,1,9,2018/9/24 09:00
90,26.51166667,26.9363411,25.96333333,26.58769291,0.327,0.327033333,0.3279,g,S,97.65712425,28.79408333,1,10,2018/9/24 10:00
91,27.01666667,26.76119046,26.51166667,26.9363411,0.3268,0.327,0.327033333,g,S,95.8498647,29.26458333,1,11,2018/9/24 11:00
92,27.01833333,26.1905971,27.01666667,26.76119046,0.326,0.3268,0.327,g,S,97.15406214,29.007,1,12,2018/9/24 12:00
93,27.25,26.68178517,27.01833333,26.1905971,0.326,0.326,0.3268,g,S,95.77610938,29.73675,1,13,2018/9/24 13:00
94,27.45333333,26.65672415,27.25,26.68178517,0.326,0.326,0.326,g,S,95.28474638,29.64141667,1,14,2018/9/24 14:00
95,27.41333333,26.03448602,27.45333333,26.65672415,0.326,0.326,0.326,g,S,96.46686606,28.58533333,1,15,2018/9/24 15:00
96,27.09,25.19193274,27.41333333,26.03448602,0.325983333,0.326,0.326,g,S,99.22785815,27.64075,1,16,2018/9/24 16:00
97,26.63333333,24.45203605,27.09,25.19193274,0.325816667,0.325983333,0.326,g,S,99.98117968,25.63175,1,17,2018/9/24 17:00
98,26.205,24.18661445,26.63333333,24.45203605,0.325916667,0.325816667,0.325983333,g,R,100,25.23008333,1,18,2018/9/24 18:00
99,25.82166667,23.96770052,26.205,24.18661445,0.3259,0.325916667,0.325816667,g,R,100,25.24841667,1,19,2018/9/24 19:00
100,25.53166667,23.9015031,25.82166667,23.96770052,0.325983333,0.3259,0.325916667,g,R,100,24.09625,1,20,2018/9/24 20:00
101,25.28166667,23.92356052,25.53166667,23.9015031,0.326,0.325983333,0.3259,g,Q,100,24.27316667,1,21,2018/9/24 21:00
102,25.11166667,23.96368504,25.28166667,23.92356052,0.326,0.326,0.325983333,g,Q,100,25.26483333,1,22,2018/9/24 22:00
103,24.92,23.88541928,25.11166667,23.96368504,0.325983333,0.326,0.326,g,Q,100,25.53358333,1,23,2018/9/24 23:00
104,24.765,23.87538742,24.92,23.88541928,0.325666667,0.325983333,0.326,g,Q,100,25.81725,1,0,2018/9/25 00:00
105,24.63166667,23.79314387,24.765,23.87538742,0.32515,0.325666667,0.325983333,g,Q,100,25.70375,1,1,2018/9/25 01:00
106,24.49833333,23.85332844,24.63166667,23.79314387,0.325,0.32515,0.325666667,f,P,100,25.88625,1,2,2018/9/25 02:00
107,24.38666667,23.69493685,24.49833333,23.85332844,0.325016667,0.325,0.32515,g,P,100,25.6205,1,3,2018/9/25 03:00
108,24.22,23.31831474,24.38666667,23.69493685,0.325,0.325016667,0.325,f,P,100,25.68725,1,4,2018/9/25 04:00
109,24.08333333,23.41841497,24.22,23.31831474,0.325,0.325,0.325016667,f,P,100,25.21691667,1,5,2018/9/25 05:00
110,24.015,23.55461982,24.08333333,23.41841497,0.325,0.325,0.325,f,P,100,25.10916667,1,6,2018/9/25 06:00
111,24.11333333,24.02409605,24.015,23.55461982,0.325,0.325,0.325,f,P,100,26.26008333,1,7,2018/9/25 07:00
112,24.3,24.77692223,24.11333333,24.02409605,0.325,0.325,0.325,f,P,99.47201367,27.10083333,1,8,2018/9/25 08:00
113,24.58666667,24.88725719,24.3,24.77692223,0.325,0.325,0.325,f,Q,98.83110541,26.23391667,1,9,2018/9/25 09:00
114,25.77666667,26.41079022,24.58666667,24.88725719,0.3247,0.325,0.325,f,R,93.93833038,29.13816667,1,10,2018/9/25 10:00
115,26.93666667,26.77706763,25.77666667,26.41079022,0.323533333,0.3247,0.325,f,S,92.63158966,30.4945,1,11,2018/9/25 11:00
116,26.92666667,25.81939075,26.93666667,26.77706763,0.323,0.323533333,0.3247,f,S,97.15762274,27.043,1,12,2018/9/25 12:00
117,26.89833333,25.59225524,26.92666667,25.81939075,0.32295,0.323,0.323533333,f,S,98.32295672,27.81583333,1,13,2018/9/25 13:00
118,27.02333333,25.59838549,26.89833333,25.59225524,0.322033333,0.32295,0.323,f,S,98.22224257,27.52575,1,14,2018/9/25 14:00
119,27.08666667,25.75075212,27.02333333,25.59838549,0.322033333,0.322033333,0.32295,f,S,96.96636758,28.50608333,1,15,2018/9/25 15:00
120,26.725,24.67557393,27.08666667,25.75075212,0.322,0.322033333,0.322033333,f,S,99.14189505,27.41308333,1,16,2018/9/25 16:00
121,26.32166667,24.13849332,26.725,24.67557393,0.323766667,0.322,0.322033333,f,R,100,26.54891667,1,17,2018/9/25 17:00
122,25.805,23.42243949,26.32166667,24.13849332,0.324,0.323766667,0.322,f,R,100,26.23333333,1,18,2018/9/25 18:00
123,25.43166667,23.54864347,25.805,23.42243949,0.324,0.324,0.323766667,f,Q,100,26.0045,1,19,2018/9/25 19:00
124,25.16833333,23.69489317,25.43166667,23.54864347,0.324,0.324,0.324,f,Q,100,24.23491667,1,20,2018/9/25 20:00
125,24.95166667,23.54659678,25.16833333,23.69489317,0.324,0.324,0.324,f,Q,100,24.63133333,1,21,2018/9/25 21:00
126,24.72,23.37236784,24.95166667,23.54659678,0.324,0.324,0.324,f,Q,100,24.75825,1,22,2018/9/25 22:00
127,24.52333333,23.33032588,24.72,23.37236784,0.324,0.324,0.324,f,Q,100,24.875,1,23,2018/9/25 23:00
128,24.37,23.37235993,24.52333333,23.33032588,0.324,0.324,0.324,f,P,100,23.98408333,1,0,2018/9/26 00:00
129,24.23,23.07636512,24.37,23.37235993,0.324,0.324,0.324,f,P,100,24.04225,1,1,2018/9/26 01:00
130,23.99,22.65071055,24.23,23.07636512,0.324,0.324,0.324,f,P,100,24.1285,1,2,2018/9/26 02:00
131,23.76333333,22.38930392,23.99,22.65071055,0.324,0.324,0.324,f,P,100,24.15691667,1,3,2018/9/26 03:00
132,23.565,22.5050059,23.76333333,22.38930392,0.324,0.324,0.324,f,P,100,23.22808333,1,4,2018/9/26 04:00
133,23.485,22.62075841,23.565,22.5050059,0.324,0.324,0.324,f,O,100,22.597,1,5,2018/9/26 05:00
134,23.40333333,22.68664069,23.485,22.62075841,0.324,0.324,0.324,f,O,100,22.637,1,6,2018/9/26 06:00
135,23.395,22.86840263,23.40333333,22.68664069,0.324,0.324,0.324,f,O,100,22.83641667,1,7,2018/9/26 07:00
136,23.45333333,23.27631328,23.395,22.86840263,0.324,0.324,0.324,f,O,100,23.29,1,8,2018/9/26 08:00
137,23.58,23.67092452,23.45333333,23.27631328,0.323983333,0.324,0.324,f,P,100,23.693,1,9,2018/9/26 09:00
138,23.75333333,23.84932099,23.58,23.67092452,0.3234,0.323983333,0.324,f,P,100,23.82516667,1,10,2018/9/26 10:00
139,23.815,23.63878881,23.75333333,23.84932099,0.323083333,0.3234,0.323983333,f,P,100,23.611,1,11,2018/9/26 11:00
140,23.95833333,23.91551976,23.815,23.63878881,0.323016667,0.323083333,0.3234,f,P,100,24.03,1,12,2018/9/26 12:00
141,24.14666667,24.27509745,23.95833333,23.91551976,0.323,0.323016667,0.323083333,f,P,100,24.77241667,1,13,2018/9/26 13:00
142,24.405,24.59512552,24.14666667,24.27509745,0.323,0.323,0.323016667,f,P,100,25.11216667,1,14,2018/9/26 14:00
143,24.38333333,24.02794116,24.405,24.59512552,0.323,0.323,0.323,f,P,100,24.05616667,1,15,2018/9/26 15:00
144,24.38666667,24.00183024,24.38333333,24.02794116,0.323,0.323,0.323,f,P,100,23.95166667,1,16,2018/9/26 16:00
145,24.36666667,23.83728057,24.38666667,24.00183024,0.323,0.323,0.323,f,P,100,23.651,1,17,2018/9/26 17:00
146,24.29,23.81721642,24.36666667,23.83728057,0.323,0.323,0.323,f,P,100,23.635,1,18,2018/9/26 18:00
147,24.275,23.93759265,24.29,23.81721642,0.323,0.323,0.323,f,P,100,23.755,1,19,2018/9/26 19:00
148,24.2,23.85131334,24.275,23.93759265,0.323,0.323,0.323,f,P,100,23.629,1,20,2018/9/26 20:00
149,24.12833333,23.78913327,24.2,23.85131334,0.323,0.323,0.323,f,P,100,23.50658333,1,21,2018/9/26 21:00
150,24.04,23.84329738,24.12833333,23.78913327,0.323,0.323,0.323,f,P,100,23.52866667,1,22,2018/9/26 22:00
151,23.975,23.6187276,24.04,23.84329738,0.323,0.323,0.323,f,P,100,23.15,1,23,2018/9/26 23:00
152,23.88166667,23.51654171,23.975,23.6187276,0.323,0.323,0.323,f,P,100,22.984,1,0,2018/9/27 00:00
153,23.79666667,23.54859468,23.88166667,23.51654171,0.323,0.323,0.323,f,P,100,23.034,1,1,2018/9/27 01:00
154,23.72666667,23.5806537,23.79666667,23.54859468,0.323,0.323,0.323,f,P,100,23.034,1,2,2018/9/27 02:00
155,23.685,23.64076999,23.72666667,23.5806537,0.323,0.323,0.323,f,P,100,23.078,1,3,2018/9/27 03:00
156,23.60333333,23.61271334,23.685,23.64076999,0.323,0.323,0.323,f,P,100,23.026,1,4,2018/9/27 04:00
157,23.57,23.59868491,23.60333333,23.61271334,0.323,0.323,0.323,f,P,100,22.944,1,5,2018/9/27 05:00
158,23.55666667,23.69890226,23.57,23.59868491,0.323,0.323,0.323,f,P,100,22.948,1,6,2018/9/27 06:00
159,23.63333333,24.1003951,23.55666667,23.69890226,0.322983333,0.323,0.323,f,P,100,23.38841667,1,7,2018/9/27 07:00
160,23.97833333,25.05665579,23.63333333,24.1003951,0.322683333,0.322983333,0.323,f,P,100,24.78283333,1,8,2018/9/27 08:00
161,24.43833333,25.61350128,23.97833333,25.05665579,0.322133333,0.322683333,0.322983333,f,P,99.46489247,26.96,1,9,2018/9/27 09:00
162,25.58,26.87296733,24.43833333,25.61350128,0.322,0.322133333,0.322683333,f,R,93.2643594,29.302,1,10,2018/9/27 10:00
163,26.44833333,26.57789439,25.58,26.87296733,0.322,0.322,0.322133333,f,R,91.98203422,29.67916667,1,11,2018/9/27 11:00
164,26.465,25.79714065,26.44833333,26.57789439,0.321133333,0.322,0.322,f,R,95.97194246,28.44783333,1,12,2018/9/27 12:00
165,26.51666667,25.3153618,26.465,25.79714065,0.321,0.321133333,0.322,f,S,96.43634662,27.88116667,1,13,2018/9/27 13:00
166,26.23833333,24.24308916,26.51666667,25.3153618,0.321,0.321,0.321133333,f,R,98.77922236,26.61633333,1,14,2018/9/27 14:00
167,25.87666667,23.78311922,26.23833333,24.24308916,0.321,0.321,0.321,f,R,100,25.83625,1,15,2018/9/27 15:00
168,25.61333333,23.89946793,25.87666667,23.78311922,0.321,0.321,0.321,f,R,100,24.26716667,1,16,2018/9/27 16:00
169,25.37333333,23.93157246,25.61333333,23.89946793,0.321533333,0.321,0.321,f,Q,100,24.034,1,17,2018/9/27 17:00
170,25.15333333,23.85533254,25.37333333,23.93157246,0.322,0.321533333,0.321,f,Q,100,23.82125,1,18,2018/9/27 18:00
171,24.97833333,23.84529757,25.15333333,23.85533254,0.322,0.322,0.321533333,f,Q,100,23.835,1,19,2018/9/27 19:00
172,24.81166667,23.79114195,24.97833333,23.84529757,0.322,0.322,0.322,f,Q,100,23.91158333,1,20,2018/9/27 20:00
173,24.645,23.69489916,24.81166667,23.79114195,0.322,0.322,0.322,f,Q,100,24.239,1,21,2018/9/27 21:00
174,24.54,23.78512094,24.645,23.69489916,0.322,0.322,0.322,f,Q,100,23.743,1,22,2018/9/27 22:00
175,24.405,23.74302502,24.54,23.78512094,0.322,0.322,0.322,f,P,100,23.8695,1,23,2018/9/27 23:00
176,24.31666667,23.61672327,24.405,23.74302502,0.322,0.322,0.322,f,P,100,23.73716667,1,0,2018/9/28 00:00
177,24.24666667,23.73699765,24.31666667,23.61672327,0.322,0.322,0.322,f,P,100,23.683,1,1,2018/9/28 01:00
178,24.15166667,23.6588109,24.24666667,23.73699765,0.322,0.322,0.322,f,P,100,23.39816667,1,2,2018/9/28 02:00
179,24.07166667,23.69890162,24.15166667,23.6588109,0.322,0.322,0.322,f,P,100,23.304,1,3,2018/9/28 03:00
180,23.99666667,23.69890033,24.07166667,23.69890162,0.322,0.322,0.322,f,P,100,23.312,1,4,2018/9/28 04:00
181,23.93833333,23.69088643,23.99666667,23.69890033,0.322,0.322,0.322,f,P,100,23.256,1,5,2018/9/28 05:00
182,23.90166667,23.8352644,23.93833333,23.69088643,0.322,0.322,0.322,f,P,100,23.48458333,1,6,2018/9/28 06:00
183,23.88333333,23.8994715,23.90166667,23.8352644,0.322,0.322,0.322,f,P,100,23.57066667,1,7,2018/9/28 07:00
184,23.915,24.04601236,23.88333333,23.8994715,0.322,0.322,0.322,f,P,100,23.82725,1,8,2018/9/28 08:00
185,23.97833333,24.37154595,23.915,24.04601236,0.322,0.322,0.322,f,P,100,23.95575,1,9,2018/9/28 09:00
186,24.16166667,24.70391481,23.97833333,24.37154595,0.321583333,0.322,0.322,f,P,100,24.2475,1,10,2018/9/28 10:00
187,24.38166667,25.15749123,24.16166667,24.70391481,0.321316667,0.321583333,0.322,f,P,100,24.88516667,1,11,2018/9/28 11:00
188,24.50166667,25.13529167,24.38166667,25.15749123,0.3211,0.321316667,0.321583333,f,Q,100,24.77425,1,12,2018/9/28 12:00
189,24.55833333,24.79656489,24.50166667,25.13529167,0.32105,0.3211,0.321316667,f,Q,100,24.92358333,1,13,2018/9/28 13:00
190,24.52666667,25.19838226,24.55833333,24.79656489,0.321,0.32105,0.3211,f,Q,98.36873588,25.25658333,1,14,2018/9/28 14:00
191,24.59,25.73399308,24.52666667,25.19838226,0.321,0.321,0.32105,f,Q,94.14128466,25.4565,1,15,2018/9/28 15:00
192,24.54,25.6914464,24.59,25.73399308,0.321,0.321,0.321,f,Q,92.79639464,25.48091667,1,16,2018/9/28 16:00
193,24.50166667,25.81711376,24.54,25.6914464,0.321,0.321,0.321,f,Q,91.19819325,25.66908333,1,17,2018/9/28 17:00
194,24.47833333,25.39025685,24.50166667,25.81711376,0.321,0.321,0.321,f,P,92.85336426,24.99083333,1,18,2018/9/28 18:00
195,24.4,24.31526266,24.47833333,25.39025685,0.321,0.321,0.321,f,P,99.22226291,23.9175,1,19,2018/9/28 19:00
196,24.36666667,24.17455179,24.4,24.31526266,0.321,0.321,0.321,f,P,99.90233779,23.94575,1,20,2018/9/28 20:00
197,24.30166667,24.66338738,24.36666667,24.17455179,0.320716667,0.321,0.321,f,P,95.69167226,24.51233333,1,21,2018/9/28 21:00
198,24.21166667,24.23284042,24.30166667,24.66338738,0.320116667,0.320716667,0.321,f,P,97.06352113,23.93958333,1,22,2018/9/28 22:00
199,24.06,23.99580938,24.21166667,24.23284042,0.32,0.320116667,0.320716667,f,P,96.4210869,23.659,1,23,2018/9/28 23:00
200,23.95666667,24.36555145,24.06,23.99580938,0.32,0.32,0.320116667,f,P,90.37365969,24.24691667,1,0,2018/9/29 00:00
201,23.84,24.62108635,23.95666667,24.36555145,0.32,0.32,0.32,f,P,89.32684287,24.41975,1,1,2018/9/29 01:00
202,23.72,23.77925576,23.84,24.62108635,0.32,0.32,0.32,f,P,94.51819976,23.39258333,1,2,2018/9/29 02:00
203,23.52833333,22.80062137,23.72,23.77925576,0.32,0.32,0.32,f,P,99.28889703,22.29183333,1,3,2018/9/29 03:00
204,23.36666667,22.32149585,23.52833333,22.80062137,0.32,0.32,0.32,f,O,100,21.897,1,4,2018/9/29 04:00
205,23.22333333,22.50500967,23.36666667,22.32149585,0.32,0.32,0.32,f,O,99.86927506,22.23983333,1,5,2018/9/29 05:00
206,23.055,22.41923867,23.22333333,22.50500967,0.32,0.32,0.32,f,O,99.06610511,22.05425,1,6,2018/9/29 06:00
207,22.90166667,22.00061175,23.055,22.41923867,0.32,0.32,0.32,f,O,99.99389611,21.503,1,7,2018/9/29 07:00
208,22.745,22.1182129,22.90166667,22.00061175,0.32,0.32,0.32,f,O,98.52845429,21.81358333,1,8,2018/9/29 08:00
209,22.68,22.07045713,22.745,22.1182129,0.32,0.32,0.32,f,O,98.74514232,21.48725,1,9,2018/9/29 09:00
210,22.6,22.23977058,22.68,22.07045713,0.32,0.32,0.32,f,O,97.90433173,21.95675,1,10,2018/9/29 10:00
211,22.6,22.83448341,22.6,22.23977058,0.319833333,0.32,0.32,f,O,94.71098089,22.62083333,1,11,2018/9/29 11:00
